"FG","RS","HB","TR","HWI","GL","CS","BM","n_species"
"FG1",0.367822616555122,0.0839601158079309,0.288264251651845,0.734084878455107,1.3697505258527,0.0322388980591433,0.537362274924085,588
"FG2",0.509207095970036,0.614003544118451,0.873120751275775,0.13458880395417,-0.372213298785086,0.614176951915647,-0.137338435495049,828
"FG3",-0.446398302307629,-0.390317342634808,-0.624522996520383,-0.380042993845806,-0.347950103434118,-0.369135751046124,-0.141534494797383,1429
