"FG","RS","HB","TR","HWI","GL","CS","BM","n_species"
"FG1",6835121.97862245,8.31601405896259,53.0018025922785,35.6287414965986,3251.71379390306,3.17003391356293,958.942946782567,588
"FG2",7753776.1935628,12.4239130434783,63.6865300417558,27.4468599033816,1566.68764253623,4.16148776728865,68.8417074125845,828
"FG3",1544672.2623506,4.64030790762771,36.3261172363838,20.4232001784885,1590.15777326102,2.48620779151085,63.3060417051077,1429
