"Best_guess_binomial","PC1","PC2","PC3","PC4","PC5","FG"
"Chloroceryle americana",-1.33842507827693,1.93060683873545,0.00521950022066853,0.038477091056746,-0.0997519652780639,"FG2"
"Chloroceryle inda",-0.250820877055306,0.996023607540532,-0.231916730012763,0.317202736021218,0.698485757250381,"FG2"
"Chlorochrysa nitidissima",2.6430336451791,-0.34833277887747,0.158464890701536,1.44924871185857,-0.475001657216249,"FG3"
"Chlorocichla flaviventris",0.641204864119664,0.741134850108703,0.065761458601772,-1.29831285595875,0.449020591918277,"FG3"
"Chlorocichla laetissima",2.08325508655465,-0.099647360935438,-0.322861058266954,-0.0314367584351496,-0.123168421679085,"FG3"
"Chlorocichla simplex",0.912988156424836,0.532720758884458,-0.0333767604330694,-1.28394573382445,0.397560975884785,"FG3"
"Chlorophanes spiza",0.392638954348729,0.562078965112561,0.711497092515072,-0.365437376756416,1.20572638126657,"FG3"
"Chlorophonia callophrys",2.41343832922218,-0.449824703865684,0.240891905675131,1.35907790113917,-0.298255375373842,"FG3"
"Chlorophonia cyanea",0.551927878176796,0.759782446520669,0.337981605323742,0.463613349410309,0.678316799032614,"FG3"
"Chloropsis aurifrons",-0.45493804610704,0.74252011047755,0.516700877879714,-0.7186310835591,0.465434176917253,"FG2"
"Chloropsis cyanopogon",1.46585528065216,0.0299257645991071,0.111565885360588,-0.174386405502332,0.0878106342355988,"FG3"
"Chloropsis hardwickii",0.270410095734138,0.451782062166744,-0.0579150495212264,-0.118359279916211,0.690962561557087,"FG3"
"Chloropsis palawanensis",3.60052619231131,-0.971868149545817,-0.239050812860749,0.473799234705204,-1.0578859716946,"FG3"
"Chloropsis sonnerati",1.00195780739464,-0.163598222268535,0.0467072604903539,0.0154030631331654,-0.0109851486681956,"FG3"
"Chlorospingus canigularis",1.75889342633301,0.210060002026597,0.232111925217044,0.437969461931374,0.0766418559706834,"FG3"
"Chlorospingus flavigularis",1.03080183479314,0.458073959261834,0.657651382168005,-0.160969355501098,-0.843195215939761,"FG3"
"Chlorospingus pileatus",3.6078515111826,-0.707440667701025,0.52469058639636,0.448028855037776,-0.915244167577209,"FG3"
"Chlorospingus semifuscus",2.95834567336326,-0.298480884547399,0.0634175891266625,0.447638992312431,-0.36235177871809,"FG3"
"Chlorostilbon assimilis",1.73180752106691,-0.321880326295578,1.85899362493681,2.41120936000345,0.476642278417055,"FG3"
"Chlorostilbon mellisugus",-0.544803154104366,0.751289021056722,2.83180611852777,0.854372587506346,0.172795074484011,"FG2"
"Chondestes grammacus",-1.05548282291371,1.27020995996508,-0.150804408057767,0.467998845663552,0.532237189132234,"FG2"
"Chondrohierax uncinatus",-1.1233818415865,-1.28475819300976,0.161378798377173,-1.29465970068687,0.226008298592221,"FG1"
"Chordeiles minor",-2.67876784346889,0.212744404268042,2.32070625753222,-0.129792599013996,-0.0479296000405324,"FG2"
"Chrysococcyx caprius",-1.67706514274569,1.0754547292949,0.543660049735114,0.393960032968834,0.0271505142365129,"FG2"
"Chrysococcyx cupreus",-0.806361374133059,0.423289484016345,0.492344035301542,0.375875251975795,1.00646714662921,"FG2"
"Chrysococcyx klaas",-0.938086049809952,0.781664052544019,0.185401926099413,0.46532058092509,0.942271171247768,"FG2"
"Chrysococcyx xanthorhynchus",-0.264639835614897,0.304091963016175,1.01883396960359,0.657938404405793,0.51895432052035,"FG2"
"Chrysocolaptes festivus",0.251544048804115,-1.24972250771051,0.560667720213845,-0.51535499690776,0.787569119211343,"FG3"
"Chrysocolaptes lucidus",1.07540618434421,-0.935227199447918,-0.344161215197396,0.471472978508197,-1.62851503103333,"FG3"
"Chrysolampis mosquitus",-0.499746204351362,0.702670187056107,2.57938639029556,0.8717850107625,0.782965620761536,"FG2"
"Chrysolophus amherstiae",-0.825832229838666,-0.155900812421671,-2.92053172500056,1.03021067831262,-0.56620756785231,"FG2"
"Chrysolophus pictus",-1.26220133911409,0.063626335829296,-2.84136673036402,1.25178869005148,-0.316517005820535,"FG2"
"Chrysomma sinense",-0.104458047800435,1.55850762441264,-1.11324445271051,-1.02626344260837,-0.017946639865919,"FG2"
"Chrysomus icterocephalus",0.634810224358751,0.161674221018154,-0.338364293822699,-0.199090890368975,0.47277997310552,"FG3"
"Chrysomus ruficapillus",0.0460146176954778,0.346092558153633,-0.184404929957552,-0.330605333908204,0.351945343776496,"FG3"
"Chunga burmeisteri",0.127428900966435,-1.57143511061448,-2.20247039238101,-0.811479499143695,-0.414414623993747,"FG1"
"Ciccaba huhula",-1.02060362244439,-2.05171953497113,-0.216810083728874,-0.4837454029064,0.272363011627957,"FG1"
"Ciccaba virgata",-1.24449538930962,-1.68114020074649,0.0473561294384584,-1.35252479657366,0.307583738580875,"FG1"
"Cichlocolaptes leucophrus",1.64371861866684,-0.257220315841015,-0.0533545845873653,0.461045351935417,-0.346357120483496,"FG3"
"Cicinnurus regius",1.89745954889876,-1.3158988961811,-0.914605765834101,-1.54478649494106,-0.322969288694057,"FG3"
"Ciconia ciconia",-3.12416837856133,-3.16108970987676,-1.46748335616305,0.556018933745289,0.75061147925452,"FG1"
"Ciconia episcopus",-4.32258711363266,-2.14408683538042,0.284077993089526,-0.603240458572982,-2.182953015324,"FG1"
"Ciconia maguari",-2.4473810791109,-3.55592906158277,-0.607014297555143,0.0561841961516639,-0.215896922581338,"FG1"
"Ciconia nigra",-3.82497218682592,-2.73881900143457,-1.06372527993021,-0.143389424816819,0.880862167203447,"FG1"
"Cinclidium frontale",1.29783822616219,0.671692387841629,-0.804679920088851,-0.101771167293439,0.174967099507172,"FG3"
"Cincloramphus cruralis",-0.667172305008075,1.09937467788543,-0.473417539149333,0.195905122373602,-0.000113019646689301,"FG2"
"Cincloramphus mathewsi",-0.312182809391361,1.28230572341813,-0.387414264697395,0.372026720372726,-0.350671612232924,"FG2"
"Cinclus leucocephalus",0.887774652519365,-0.078954675651809,0.0825761934586487,0.0219569931056979,0.898589364004271,"FG3"
"Cinnyricinclus leucogaster",-0.970077372817442,0.62549428924406,0.737674044928219,-0.190012267113758,0.269017497732833,"FG2"
"Cinnyris asiaticus",0.0760788375593828,1.33108801304143,0.862915833260313,-0.647784741664504,1.12606660903064,"FG2"
"Circaetus cinereus",-1.99162339837339,-3.6497896247619,1.39793785059551,-1.40490330060659,0.828008136858637,"FG1"
"Circaetus fasciolatus",-0.0669410796336334,-3.97243007025449,0.522132545416428,-0.965389506834661,0.894291471550055,"FG1"
"Circaetus pectoralis",-1.55057165878709,-3.79423713703973,1.03694931877804,-1.1250601954462,1.46236036621756,"FG1"
"Circus aeruginosus",-3.45475219415521,-0.754511576061389,-0.611838062624721,0.467026510569257,0.127109005513712,"FG1"
"Circus assimilis",-1.77316169943698,-1.69852627573225,-0.228344549435604,0.411471968093865,0.689336420003689,"FG1"
"Circus cinereus",-2.10867834982627,-1.22038135598874,-0.155806398256385,0.70273897256131,-0.280328440744402,"FG1"
"Circus cyaneus",-4.19308608978771,-0.118221824903089,0.362963664573644,-0.0844149090196929,-0.990505401809444,"FG1"
"Circus macrourus",-2.83218989546876,-0.886159441145727,-0.657363916984759,1.04586206792499,0.761961198953548,"FG1"
"Circus maillardi",0.526944223589615,-2.56509447013255,-0.21962981595101,2.26203590777997,-3.08517501386748,"FG1"
"Circus maurus",-1.46073630851255,-1.63926667352779,-0.0517191811145848,0.882669130743988,-0.905560036059623,"FG1"
"Circus pygargus",-2.77200251863662,-0.849184283763891,-0.300277392532097,0.873845550061188,0.404445853663023,"FG1"
"Circus ranivorus",-1.62706171445925,-1.61025347946983,-0.563660656756013,0.75409487563008,0.523701677466897,"FG1"
"Circus spilonotus",-3.77272113249166,-0.487206333946017,0.198664269195809,0.358647810576043,-1.13112252325338,"FG1"
"Cissa chinensis",-0.543974740389261,0.19538755072524,-2.43460718992751,-0.937762166899154,-0.179559937702842,"FG2"
"Cissopis leverianus",0.744083653383924,0.205375150858726,-0.316799977102154,-1.23531720837224,0.817896214185127,"FG3"
"Cisticola aberrans",-0.50691886287176,1.82571022931932,1.03007468271779,-2.11078966348814,-2.52123458668235,"FG2"
"Cisticola ayresii",1.19305694313868,0.870036243884007,-0.18687840324605,-0.39858964453487,0.51019140452786,"FG3"
"Cisticola cantans",0.461534745730834,1.37688256395522,-0.49138038285731,-1.55661272802817,0.195156280822014,"FG3"
"Cisticola erythrops",0.0770180371371968,1.66973708973056,-0.227624802269269,-1.78123142197832,-0.500900122093763,"FG2"
"Cisticola exilis",-0.170013555306672,1.58938159479222,-0.178040177718415,-0.500692546789838,1.01678449776715,"FG2"
"Cisticola galactotes",1.14954516545951,0.844568287185582,-0.311556323086637,-0.171834579759133,-1.0180957559546,"FG3"
"Cisticola juncidis",-1.51374779447084,2.49811637608132,0.494949964213606,-1.42352521825516,-0.788422232321443,"FG2"
"Cisticola lais",1.25447523871674,0.735530563744198,-0.28733153025998,-0.830473074689434,-0.070641967164064,"FG3"
"Cisticola lateralis",1.11338187438796,0.807077853640667,-0.465047884652803,-1.30892017617983,0.266045202301391,"FG3"
"Cisticola lugubris",1.11273026340576,0.837927558137842,-0.770927045465849,-0.113449770311817,-0.0923525786783269,"FG3"
"Cisticola natalensis",0.0326864393002315,1.06424770488196,0.224884805292195,-1.19790883828657,0.258975782013489,"FG2"
"Cisticola pipiens",1.42212590163447,0.864057080947952,-1.07754469014924,-0.407066861286165,0.064081696420999,"FG3"
"Cisticola textrix",1.36584500251815,0.769872572557207,-0.34581346285495,-0.31003926630016,0.0758770809731847,"FG3"
"Cisticola tinniens",0.886329506828205,1.16809684346795,-0.563986161851717,-0.822108719755103,-0.151695716251444,"FG3"
"Cisticola woosnami",1.62679714434791,0.695542516044782,-0.511028015742416,-1.09623473582724,0.0780959100328073,"FG3"
"Cistothorus apolinari",3.08077492545014,-0.0346826557966225,-0.507961054705639,1.6519023981397,-1.48547127472113,"FG3"
"Cistothorus platensis",-1.18464849596437,2.85024916023042,-0.242409137932381,-0.46720536691902,-1.99597325923019,"FG2"
"Clamator coromandus",-1.73625245377087,1.04963985684249,0.0316145754985092,-0.0297212169917797,-0.510559347009098,"FG2"
"Clamator glandarius",-2.0086513400741,0.586477161738408,-0.289697910119838,0.790837661887618,0.274704710243117,"FG2"
"Clamator jacobinus",-1.26418618097658,0.479297510515294,-0.296894935528352,0.434673777605303,1.37292757892059,"FG2"
"Clamator levaillantii",-0.757645718393176,-0.0511278238096432,0.697663545712481,-0.714189741932054,0.552321991961769,"FG2"
"Claravis pretiosa",-0.337076551791355,-0.177788796857777,0.581260589678308,-0.603996037246082,0.982299393964534,"FG3"
"Climacteris melanurus",0.578940341703212,-1.07463404980758,0.346927191923941,-0.17202808266237,0.540083956542412,"FG3"
"Climacteris picumnus",-0.363061062393872,-0.421279088949742,-0.0587065738115521,0.165269085389472,0.427155294379857,"FG1"
"Cnemotriccus fuscatus",-0.276057935087797,1.67807072876938,0.410422094513798,-1.21096230602614,-0.505864585513149,"FG2"
"Coccopygia quartinia",0.567736253539623,1.62342270339407,-0.852743802233932,0.695999959338165,-0.332934127261466,"FG2"
"Coccothraustes coccothraustes",-2.00544277262105,0.598906117808824,-0.4090649680084,0.337059463997139,1.0997819996874,"FG2"
"Coccyzus americanus",-1.20897423430234,0.57515459516935,0.249313283842712,0.825056214087668,0.98323293603618,"FG2"
"Coccyzus erythropthalmus",-0.978851004623587,0.513762139345841,0.749227552138993,0.473934068997557,0.858489213568109,"FG2"
"Coccyzus melacoryphus",-0.750301543274713,0.531640463132241,1.09304402491727,-0.74626081653351,0.537670930197391,"FG2"
"Coccyzus minor",4.42050116216621e-05,0.0798886034765452,0.541169289721573,0.453241414564315,0.136683427630942,"FG3"
"Coeligena iris",0.97735295258553,-0.15750057591667,1.8318806481142,2.05785516624519,0.405716182392126,"FG3"
"Coeligena wilsoni",1.76728232997689,-0.464033633939075,1.64558633373665,2.32263654624105,0.330426332756229,"FG3"
"Coereba flaveola",0.65536949202793,1.06881058164469,0.704849443620383,-0.755933626942129,1.11646445829938,"FG3"
"Colaptes auratus",-2.92940364117373,1.6265186732015,-0.38882237516387,-0.0704851903187266,-1.60143414256606,"FG2"
"Colaptes campestris",-0.723400752823752,0.473730056741979,-0.818162396559184,-0.275579568814482,-1.19511661068309,"FG2"
"Colaptes melanochloros",-0.137449619606739,0.409012774015992,-1.03790984945743,-0.714067873689189,-0.704059352436755,"FG2"
"Colaptes melanolaimus",0.143564884772708,0.123209570455467,-0.051629185847199,-0.255831685167913,0.516090374031893,"FG3"
"Colaptes pitius",-0.37891480738325,0.133332648633774,-1.16553785746595,1.06050233155662,-0.480713768129457,"FG2"
"Colaptes punctigula",-0.0399788195832735,0.299610493449397,-0.0794998275265258,-0.495873234058259,-0.0809340945876167,"FG3"
"Colibri coruscans",-0.017716960515087,0.371334376721489,1.90233592400486,1.41369102523041,0.887750830632397,"FG2"
"Colibri delphinae",0.311955000146452,0.179562036384247,1.84363384459395,1.45711401396334,1.22389823242306,"FG3"
"Colibri thalassinus",0.00221997126561205,0.497903909551929,2.09164326825555,1.35010626858462,0.837719497081018,"FG2"
"Colinus cristatus",-1.14909132054768,1.10754087708643,-1.74114593517128,1.47076379353791,-1.11395128258923,"FG2"
"Colinus virginianus",-1.61770307460603,1.20011296219162,-2.14967375176755,1.43162729773596,-0.0772651943586577,"FG2"
"Colius striatus",-0.617606508442863,1.43935286050657,0.23089139226857,-0.115481673109617,0.0189569667701822,"FG2"
"Collocalia esculenta",0.238839652045894,-0.25240590346277,1.77238730496814,1.38451637218051,1.50966591068705,"FG3"
"Colluricincla harmonica",-0.949717332092781,-0.523059631535474,-0.238184315628581,-0.798308608847498,0.0952841135499582,"FG1"
"Colluricincla megarhyncha",0.404179580037187,-0.769872076543248,-0.252759446054958,-0.747909425657314,-0.0898727148716676,"FG3"
"Colonia colonus",0.435479323198738,0.876824492482759,0.0883261868031955,-0.474644767310623,1.12144464508041,"FG3"
"Colorhamphus parvirostris",0.804062748044879,1.19228827877994,0.141327015841501,0.254897230422857,-0.202897526721855,"FG3"
"Columba arquatrix",-0.166298292686038,-1.98093433833401,1.63595279721213,-0.666865788402584,0.710842618595978,"FG1"
"Columba delegorguei",-0.105152313226515,-1.14473595593968,0.868703346061667,0.500277142127508,-0.368308897214696,"FG1"
"Columba guinea",-1.39273422215627,-1.08614461274265,0.762292308545907,-0.248652998647127,0.69159339318917,"FG1"
"Columba hodgsonii",-1.20487191510873,-0.990575475774056,0.0803268633121831,0.448318211436185,0.98960330720339,"FG1"
"Columba iriditorques",0.609540134519489,-1.8559819440054,1.59002796383074,-0.569177768491217,1.27074584736792,"FG3"
"Columba livia",-2.09550155763449,-0.885498315129364,0.483952110071649,-0.182870885217928,1.71042900406106,"FG1"
"Columba malherbii",2.91151830467707,-3.16675200449493,0.742017246833407,1.70011454274654,-1.2445975962967,"FG3"
"Columba oenas",-2.73545828072174,-0.187737651497105,1.50667560827988,-0.579302474478534,-0.452913986351547,"FG1"
"Columba palumbus",-2.75164224615425,-0.596141584591533,1.41308827476849,-0.821647957606705,-0.123124334636143,"FG1"
"Columba pollenii",2.42013030990739,-2.81580136520323,0.468535566231873,1.72553109993597,-1.079901492957,"FG3"
"Columba pulchricollis",-0.532817827171488,-1.40981108788386,0.389338127052294,0.400508710705529,0.746938007477778,"FG1"
"Columba rupestris",-2.27803353417551,-0.334470841413843,-0.272419135858122,0.70039079081377,1.40119191439872,"FG1"
"Columba thomensis",2.67103033562367,-3.0750728014816,0.369704347366981,1.79745626058426,-1.5506199142931,"FG3"
"Columba unicincta",0.431612446611128,-2.35371723321416,1.40578525299042,-0.52760373653496,1.13344867590172,"FG1"
"Columba vitiensis",0.416094155392488,-2.13743734133299,1.42165875111168,-0.68937077913466,0.652122450376533,"FG1"
"Columbina inca",0.0126884061113436,0.00675445780894418,0.456191186247332,-0.194090804862827,1.04896947332444,"FG3"
"Columbina minuta",0.138364789041839,0.327916143295674,0.466021009150239,-0.935820966550749,0.695752883269704,"FG3"
"Columbina passerina",-0.733037210735021,0.529658302659125,1.34283526253797,-0.845434464540202,-0.114792392314202,"FG2"
"Columbina picui",-0.445043157426675,0.415460046468618,0.902145567077063,-1.07194127016726,-0.0773714313678073,"FG2"
"Columbina squammata",0.190310286187649,0.00473778663771907,0.474967603706257,-0.708186857245469,0.530538916044385,"FG3"
"Columbina talpacoti",-0.413923135158219,0.395364395644324,0.648032881081773,-1.15900501312275,0.578276221010277,"FG2"
"Conirostrum rufum",2.21101400358977,0.449725470414335,-0.337546713921345,0.873978725063161,-0.183423993714228,"FG3"
"Conopias albovittatus",2.06168895278766,-0.225818246003645,0.480759297783465,0.401188183991379,-0.0161489657199368,"FG3"
"Conopias trivirgatus",1.11565538661565,0.441171460598724,-0.176226392900174,0.0185294510511362,0.555589595433843,"FG3"
"Conopophaga ardesiaca",2.12417161902832,0.80541099888036,-0.187276924250492,0.0780718904657564,0.157034280064292,"FG3"
"Conopophaga aurita",1.8039697030335,0.816348338721855,0.0550724215069959,-0.698943011753868,0.714295461143702,"FG3"
"Conopophaga lineata",1.67170662916452,1.11268501285803,0.203075450860729,-1.18669380800557,-0.106419430523797,"FG3"
"Conopophaga melanops",2.41198313428124,0.734443980735694,0.162111296979004,-0.256689139884079,-0.0973647814848495,"FG3"
"Conopophila albogularis",1.19155179434125,-0.0213510751558873,0.566402702958678,-0.180463955752644,0.0513139816042778,"FG3"
"Conopophila rufogularis",0.766003856810828,0.274770773492595,0.269220195563848,-0.276002952669684,0.391073201900424,"FG3"
"Contopus cinereus",-0.233745142462292,1.37167155436109,1.80227314364625,-0.781791137828902,-1.50224619748926,"FG2"
"Contopus cooperi",-1.36430564954941,1.19566733927602,0.538076302167239,0.392535372066187,1.12679368050434,"FG2"
"Contopus fumigatus",0.419248662818277,0.791992065794182,0.0340000143882573,0.801166933972944,0.677147651919969,"FG3"
"Contopus ochraceus",3.03673620695586,-0.55695359516339,0.312230450085663,1.81755385535961,-1.14253954697085,"FG3"
"Contopus pertinax",0.225284900782168,0.726611137456434,0.0409368152213599,0.773321428731436,0.578310870145177,"FG3"
"Contopus virens",-0.327760686375882,1.14895297397509,0.298162601012103,0.536250925388568,1.17897671767335,"FG2"
"Copsychus albospecularis",1.62416340750499,0.630963781491954,-0.380792692905787,-0.183834236848481,-0.923361839355115,"FG3"
"Copsychus saularis",-1.59557060153918,1.81676031807407,0.275901211682053,-0.705725140132574,-0.826848055487277,"FG2"
"Coracias benghalensis",-1.86498003298904,0.118642434468345,-0.201563729974476,0.110618418582919,-0.485442413640582,"FG2"
"Coracias caudatus",-1.02006393753496,-0.484333742934631,0.314864271380969,-0.136371801652112,0.724913606645906,"FG1"
"Coracias garrulus",-2.46188871839683,0.297857857938612,-0.329444123534676,0.438847457358861,0.484119727448887,"FG2"
"Coracias naevius",-1.47506377200113,-0.212011565846715,0.407942813332358,-0.509244381383897,-0.603349741046185,"FG2"
"Coracina boyeri",1.68865607994256,-1.48919293651138,1.6028580363322,-0.479155705318208,0.605662811704141,"FG3"
"Coracina javensis",-0.654449130682678,-0.138787066563476,0.179333543146663,0.139784397559965,1.08307773535822,"FG2"
"Coracina macei",-0.132547205955646,-0.394302863261674,0.47433680123714,0.176124935814239,0.115806894954554,"FG3"
"Coracina maxima",-0.679238487442182,-0.51629892159059,0.493729713753673,0.373618359764278,0.922307929922264,"FG1"
"Coracina novaehollandiae",-1.52712451674003,0.0328874694076029,1.27444209445343,-0.216930837882062,-0.462581182932508,"FG2"
"Coracina papuensis",-0.445040695566509,-0.0793795780137287,0.456640454751411,-0.0237540565417815,0.601609102449991,"FG2"
"Coracina striata",0.214556137969629,-0.630492760343056,0.488527625027752,0.302774690190177,-0.550397665189987,"FG3"
"Coracina temminckii",1.53152726907188,-0.920309982036423,0.0765882386587398,0.719788688874444,-0.27704413552706,"FG3"
"Coracopsis nigra",-0.836638145120894,-2.71733546097998,0.204000132660002,0.566917493081439,-0.528977771508448,"FG1"
"Coracopsis vasa",-0.8982813523225,-3.10326220603744,-0.291193107668368,0.711720644600905,-0.719575360174409,"FG1"
"Coragyps atratus",-2.87358258991951,-2.69011977234156,-0.309812842685707,-2.7398690353268,-0.746212301233105,"FG1"
"Corapipo gutturalis",1.58399931113571,0.311684221084367,-0.124221906775993,0.510966866473969,0.313642110832466,"FG3"
"Corvus albicollis",-1.76112527561492,-1.56154404086827,-0.519070585524422,0.676745915578413,-0.528363342782225,"FG1"
"Corvus albus",-3.76400246327881,-0.33170159903487,1.04718740265211,-0.499355004360776,-2.3114090829658,"FG1"
"Corvus brachyrhynchos",-3.21166588623499,-0.318522051347211,-0.41215057085075,0.0257370893147381,-0.427390536005301,"FG1"
"Corvus capensis",-1.8594130786766,-1.18566571286038,-0.574241941520991,0.396041390350856,-0.338976400988469,"FG1"
"Corvus corax",-3.70875949447361,-0.716151310181166,-1.00851921583628,0.105181651169526,0.552485316859166,"FG1"
"Corvus corone",-4.7773092329119,0.494891492325488,0.895898628710361,-0.864074795020975,-2.15765332640209,"FG2"
"Corvus coronoides",-2.00017924610628,-1.29575029716857,-0.432682682076486,0.545898838968397,-0.254166198350649,"FG1"
"Corvus crassirostris",-1.5354380842061,-1.74256063379832,-0.763510389387337,1.00592355569175,-0.535410393438947,"FG1"
"Corvus dauuricus",-2.71156545337665,-0.205904293439732,-0.636037693579021,0.605890566282888,0.0164515383786925,"FG1"
"Corvus enca",-0.424974742975913,-1.70274386312123,0.341229405742134,0.0897768062206809,-0.561933425181673,"FG1"
"Corvus frugilegus",-3.21190103699103,-0.502207687473541,-0.474602030001203,0.155775701163867,0.653950039811939,"FG1"
"Corvus macrorhynchos",-3.89335147771278,0.0177436864622594,-0.0357622996670503,-0.26087352932926,-1.28250944898857,"FG2"
"Corvus monedula",-3.30719687994054,-0.11411955795925,0.119150624904733,-0.0147450457163963,-0.408097271908893,"FG1"
"Corvus orru",-2.16869420588722,-1.099885928601,0.196507579100078,-0.0028120507319771,-1.17492667202987,"FG1"
"Corvus rhipidurus",-1.97132549992432,-1.10836524472201,-0.726539685332524,0.570104438597856,-0.609264730902929,"FG1"
"Corvus splendens",-2.0129111365498,-0.749855356446386,-1.19629174227191,0.80243593189721,0.938554176103278,"FG1"
"Corvus tristis",0.0823721651464693,-2.42753961060045,-0.0234550535809207,0.083947771679851,0.0036564298406171,"FG1"
"Corydon sumatranus",0.409985814226419,-0.358374912926058,-0.433519790912981,-0.0371829925647947,0.189711366623154,"FG3"
"Coryphistera alaudina",0.419089887543842,0.957529246322116,-0.923748152081322,0.104671320075716,0.156024170805909,"FG3"
"Coryphospingus cucullatus",0.642629052365008,1.3580849683698,-0.73663255286898,-0.774565151833093,0.117609576384262,"FG3"
"Corythaeola cristata",0.598013069823224,-0.575114608990796,-1.05502729249383,-1.51994486017777,0.402390313673034,"FG3"
"Corythaixoides concolor",0.237744962322192,0.152046349071751,-0.420811041545905,-0.531998110394027,0.222229707617798,"FG3"
"Corythopis delalandi",1.29757419286793,0.789181796353305,-0.326263925626879,-0.621773136856552,0.854372862385733,"FG3"
"Corythopis torquatus",0.960801705119267,0.7779625161326,-0.00652947079680032,-0.469511926456491,0.966011589550178,"FG3"
"Cossypha cyanocampter",1.15696869625088,-0.0858954857910924,-0.395013474421365,-1.49746926874837,0.298990538765437,"FG3"
"Cossypha dichroa",0.967103450526283,-0.403619075042758,-0.663003717651893,0.244660295321006,-0.188845967831924,"FG3"
"Cossypha heuglini",-0.245177615884643,-0.331270979479791,0.221381033946176,-1.39932356022556,0.46018189716406,"FG3"
"Cossypha natalensis",-0.203249491140505,0.334547877796751,-0.248239234713756,-0.69575363829753,-0.070826681053702,"FG2"
"Cossypha niveicapilla",-0.0141180743133474,0.0176515932069271,0.234510524945475,-0.849872558270985,0.0957221135008675,"FG3"
"Cossypha semirufa",0.994799296447014,0.167720141629233,-0.753995396788936,-1.20350572477126,0.133508654317724,"FG3"
"Coturnix coromandelica",-0.324569959433787,0.96199455060994,-0.563919515560985,1.3955320949069,0.197098995304226,"FG2"
"Coturnix coturnix",-2.61576823094677,2.20824667737074,-1.41244335019517,1.58608413278625,0.502729568343354,"FG2"
"Coturnix delegorguei",-1.00340652619914,1.31192166101025,-0.831416652585765,1.32422410684031,0.692210929432075,"FG2"
"Coturnix japonica",-1.99085986020663,1.97096998516589,-1.60900260736102,2.04403561192822,0.263124400782562,"FG2"
"Coua caerulea",2.3023056844393,-1.17674231106781,-0.0577236643158887,-2.4672946316699,-0.169652592514855,"FG3"
"Coua coquereli",2.43722774914426,-0.71769481092545,-1.23379291785189,-1.33210783675122,-0.602691791434746,"FG3"
"Coua cristata",1.71510761075573,-0.31685184435615,-0.530370134308345,-1.83584683777699,-1.56038172463807,"FG3"
"Coua cursor",2.77421665406314,-0.79037861658754,-0.947485577098412,-0.908569873427022,-0.96123133142587,"FG3"
"Coua reynaudii",2.06231119505337,-0.516639191336297,-1.2336844253414,-1.54228740729452,-0.29568128419139,"FG3"
"Coua ruficeps",2.33138651675223,-0.712089518140231,-0.840839163343124,-1.4491970781151,-1.47593243826524,"FG3"
"Coua serriana",2.60478602913508,-1.06841338715621,-1.4542468823222,-1.14774780511432,-0.755034598824933,"FG3"
"Cracticus cassicus",0.48907985907234,-1.431555277286,0.0419076142868839,0.179693595475634,-0.357132546657606,"FG3"
"Cracticus nigrogularis",-1.20224508969009,-0.416377107968203,-0.431003074482637,0.0895846668666271,0.0952765974645796,"FG1"
"Cracticus torquatus",-1.85272659539693,0.197661939240291,0.334852250698477,-0.318996413623138,-1.24626006720046,"FG2"
"Cranioleuca antisiensis",1.81922506448677,0.532258717661672,-0.160436691116748,-0.173456702234703,-0.523978784870876,"FG3"
"Cranioleuca erythrops",2.0475641608819,0.154547474038995,0.0391379668445429,0.335740621771972,0.0288244966147326,"FG3"
"Cranioleuca obsoleta",1.78287739125467,0.412052445828512,-0.0412510710371192,-0.0273375587276374,0.0879495847132049,"FG3"
"Cranioleuca pyrrhophia",0.801831952167256,0.873030873458578,-0.0154588227475988,-0.499571481246825,0.669618409911593,"FG3"
"Cranioleuca vulpina",0.193645073570707,1.14524441859128,0.746121882085021,-1.13416506083156,-0.500496837424628,"FG2"
"Crax alector",0.446902156879402,-3.15983939579408,-1.9084469516497,-2.5427927316838,-0.707077997062478,"FG1"
"Crax rubra",-0.0462339438011426,-3.11961439043853,-1.61006932362571,-1.89953432015152,-0.667987636934316,"FG1"
"Creatophora cinerea",-0.650531739032308,0.331248745766357,-0.0809362524264024,0.292263333657041,0.599004225043643,"FG2"
"Crex crex",-2.59239009307659,1.61887521099329,-1.82761654304432,1.37227532982232,0.336496011202996,"FG2"
"Crinifer zonurus",0.617491256077538,-0.372278333495728,-0.751439807582837,-0.147300092114921,0.192265057418052,"FG3"
"Criniger olivaceus",2.26215082000646,0.150591254925259,-0.242721888523886,-0.280460065615937,-0.440681088057531,"FG3"
"Crossoptilon mantchuricum",-0.741386098535736,-0.683999917201849,-3.0443398606332,1.24425233638039,-0.865690480562641,"FG1"
"Crotophaga ani",-1.04147525192902,0.508182897094812,-0.610277369448941,0.00309416989556949,0.215209789152035,"FG2"
"Crotophaga major",-0.7505970522594,0.0229950926548741,0.386471533175278,-0.764338647824387,-0.00460824001238902,"FG2"
"Crotophaga sulcirostris",-0.390565775086952,0.516477334312113,-0.897828981035646,0.0374375754645843,0.298741841944327,"FG2"
"Crypturellus brevirostris",0.965224588132038,-1.8908534054503,-1.46852823712075,0.342385722703146,-0.868161406650402,"FG3"
"Crypturellus cinereus",-0.399778019811486,-1.59573574817014,-0.378992808239345,-1.13960464030978,0.434567332312453,"FG1"
"Crypturellus cinnamomeus",-0.854632350207461,-0.98229254209173,-1.1225547229287,0.378055805261879,-1.12139159641518,"FG1"
