"Best_guess_binomial","PC1","PC2","PC3","PC4","PC5","FG"
"Accipiter poliocephalus",1.03807082677916,-2.74399788879156,1.33500833030396,-0.468547531397319,0.619967076055858,"FG3"
"Accipiter soloensis",-1.80455559345336,-0.706692751579333,-0.179020106997601,0.619324945863077,0.303657724613359,"FG1"
"Accipiter striatus",-4.06441143091304,0.782778794742834,1.20655684513918,-0.961087994154097,-2.46379276606896,"FG2"
"Accipiter tachiro",-1.67367371038345,-0.93758690220677,0.572677693412498,-0.899698466786354,-0.882397970418872,"FG1"
"Accipiter trinotatus",0.970408545190483,-1.85955081043208,-0.544943289307705,1.00446486054706,-0.53883466048697,"FG3"
"Accipiter trivirgatus",-0.798275158723383,-1.33916150583635,-0.181672108417025,-0.710799863435007,0.867250873455555,"FG1"
"Accipiter virgatus",-1.53612547628458,-0.43701733980424,-0.645896524413338,0.098580924837012,0.712876325496097,"FG1"
"Acridotheres cinereus",1.87789628765214,-0.580426767426769,-1.00973488831607,1.81778950761597,-1.15023398108065,"FG3"
"Acridotheres fuscus",-0.372983510230539,0.481175924171307,-0.938725246713661,0.625289302374999,0.480612728927377,"FG2"
"Acridotheres ginginianus",-0.298299832888745,0.612831222659619,-0.928025413117501,0.795479114061845,-0.178884116062151,"FG2"
"Acridotheres grandis",-0.428101670413608,0.503210422964192,-0.837976017344661,0.734657725205122,-0.462124727303932,"FG2"
"Acridotheres tristis",-1.63003992553745,1.04176195612498,-0.962199951244893,0.10685401474256,0.6136170761327,"FG2"
"Acrocephalus arundinaceus",-2.75475314906725,1.95098033671853,1.05867407167684,-0.391417717166405,-1.45928417871609,"FG2"
"Acrocephalus bistrigiceps",-1.02498573998245,1.82072078612334,-0.651863844962759,0.444618920393695,0.717090564283618,"FG2"
"Acrocephalus dumetorum",-1.14355107957937,1.72156780087341,-0.263265694479112,-0.0567405679524538,0.348684508484529,"FG2"
"Acrocephalus gracilirostris",0.510855991035506,1.01313067098867,-0.0651226469958523,-1.12908926962263,0.610489142517168,"FG3"
"Acrocephalus palustris",-1.18529349839579,1.50157862720949,0.0652876949212295,0.424884450642384,0.160530886305384,"FG2"
"Acrocephalus schoenobaenus",-1.79618383371807,2.30901705057866,-0.0543426268730898,0.453700700345105,0.0150405566465612,"FG2"
"Acrocephalus scirpaceus",-1.63808923170658,1.84225831548703,0.153790921452087,-0.191745163813796,0.530811140971906,"FG2"
"Actitis hypoleucos",-3.57694232550855,0.686340349447819,0.935897629283477,0.0864863777756401,-0.227539970296723,"FG2"
"Actitis macularius",-2.6304486198538,0.677192661626189,0.569033003517795,0.563244790509103,0.337593896417327,"FG2"
"Adelomyia melanogenys",0.677061873969093,0.249340480951856,1.66200574797154,1.65558320259905,1.47780126892316,"FG3"
"Aegithalos bonvaloti",0.871329733890023,1.39584721184368,-0.899405229333379,0.835262580299001,-0.216730562297816,"FG3"
"Aegithalos caudatus",-3.58832168602596,3.5776669477633,0.224884255355723,-0.140812122408876,-2.44269216174111,"FG2"
"Aegithalos concinnus",-0.520601355776238,1.93162730642295,0.0604240066026992,-0.130984495122955,-0.503764935722821,"FG2"
"Aegithalos iouschistos",0.870360880356135,1.31444928148461,-0.575705608706479,0.955601599334978,-0.887152037796312,"FG3"
"Aegithina lafresnayei",1.44015033944828,0.712729998703566,-1.1037080969521,-0.965678861442153,0.359532959580579,"FG3"
"Aegithina tiphia",0.212205733673778,1.18294895979182,-0.475066512450821,-1.39883092895305,0.214986191494779,"FG2"
"Aegithina viridissima",2.27569328614188,-0.183324549788009,-0.0631533670366601,-0.889048624030422,0.117236754911276,"FG3"
"Aegolius harrisii",-0.25426661028964,-0.669100412562435,-0.166172455867079,0.321674262856267,-0.147163822132127,"FG1"
"Aegotheles cristatus",-0.929032150559961,0.0418010981959345,0.11821247994957,0.39810755643758,0.709018863670632,"FG2"
"Aerodramus fuciphagus",0.102774831255971,-0.495110417363605,2.03291783637238,1.26734617450921,0.520294131879756,"FG3"
"Aerodramus maximus",1.13001877237518,-1.44311018417117,2.74133575978255,0.771831065053765,1.35698911345201,"FG3"
"Aerodramus vanikorensis",0.640463643041539,-0.808212144799986,2.35658522110187,1.07872229084894,1.22444761844089,"FG3"
"Aethopyga christinae",3.00820612651674,-0.0510040980644088,0.392008042654816,0.843822768861047,-0.495269288020865,"FG3"
"Aethopyga gouldiae",-0.29847972574124,1.67538693585438,-0.150106085024187,0.217240994300042,0.888528487910764,"FG2"
"Aethopyga mystacalis",2.21195389651116,0.489967533241969,0.0520957455280656,0.420901988026264,-0.426969253032935,"FG3"
"Aethopyga saturata",0.867274532091532,1.10312826193991,0.238423112142525,-0.368449705391602,0.773417307508333,"FG3"
"Aethopyga siparaja",-0.26272680820634,1.41974025067014,1.02765864663482,-1.0734929003502,0.527755327467323,"FG2"
"Agapornis canus",0.166338075797398,-0.256672595022417,0.201032002757173,1.80271954401135,-0.317444614083871,"FG3"
"Agapornis pullarius",-0.536208816341848,0.0870837928984105,-0.0331480446534592,1.20424108353829,-0.223298652764955,"FG2"
"Agapornis taranta",-0.327722313062706,-0.0742044316618886,-0.652681954637842,1.808738747999,-0.124755388803981,"FG2"
"Agelaioides badius",-0.459476527483872,0.548927257850816,0.0879675716030467,-0.660210323158518,-0.270252953737333,"FG2"
"Agelaius phoeniceus",-1.74446580817025,0.382738700192235,-0.269040707052973,-0.443734120729793,0.824900447278167,"FG2"
"Aglaiocercus coelestis",1.86871310923874,-0.43432528891022,1.70838255071764,2.40880790371712,0.293296432493095,"FG3"
"Ailuroedus buccoides",1.75938545494016,-2.7763461926959,0.829378025644006,-0.92008214677722,0.459671482701165,"FG3"
"Aimophila rufescens",1.33471945993675,0.672248295995167,-0.789917615191573,-1.01329558484714,0.0593911192736661,"FG3"
"Aix sponsa",-3.36715102703318,-0.349184077232696,-1.84840585725678,1.72525226192657,-0.153351357977125,"FG1"
"Alauda arvensis",-3.66997879971736,1.97250877153202,2.00569243547098,-0.9646081720444,-1.84335924727859,"FG2"
"Alcedo atthis",-3.19439488848474,2.32320169693415,0.0302242588934252,-0.102778553187002,-1.05723527181439,"FG2"
"Alcedo euryzona",1.32540379993024,-0.407966394831555,0.157994544647217,0.528375187339001,-0.947055573600701,"FG3"
"Alcedo meninting",-0.274537443506477,0.7854890267612,-0.129224073035489,0.354864979790695,0.436394846132791,"FG2"
"Alcedo quadribrachys",-1.20488226733178,1.1578021345508,-0.0617867375315379,0.365807876017423,-1.36136685431379,"FG2"
"Alcedo semitorquata",-0.59935627646288,0.623121042476452,-0.0068662103097512,0.113321312567961,-0.0782735835885813,"FG2"
"Alcippe brunneicauda",2.11543159803804,0.256787421479875,-0.0948418374717494,-0.132917795653894,-0.1195915681412,"FG3"
"Alcippe morrisonia",0.275205462848955,1.38420075097797,-0.747435965368224,-0.522843074157113,0.830188021406111,"FG2"
"Alcippe peracensis",2.49239079519188,0.175790300264348,-0.23695658274615,-0.0800919994605015,-0.231886919530449,"FG3"
"Alcippe poioicephala",0.92266549859754,0.940302766192202,-0.44608916220911,-1.0125573978757,0.330988865926149,"FG3"
"Alectoris chukar",-2.41993774196281,0.969188069825916,-2.61867260132102,1.26122490813301,0.660695364654544,"FG2"
"Alectoris rufa",-1.14443181989967,0.409153015271867,-2.47545934312173,1.63125625037128,-0.76192596540012,"FG2"
"Alectroenas madagascariensis",0.698709382039958,-2.30011699419529,1.88238097494338,-0.452987453572711,-0.1694976273671,"FG3"
"Alectroenas sganzini",2.14810326876091,-2.40766885713868,-0.156376617988275,1.93711856965143,-1.52321494577085,"FG3"
"Alethe diademata",1.51661532974619,-1.05633201961257,-0.0204798360942228,-0.354942542250819,0.117655029992497,"FG3"
"Alophoixus bres",2.15111031905496,0.0725365243074138,0.64785233630722,0.303320400894747,-0.82505885426343,"FG3"
"Alophoixus flaveolus",0.844407097733629,0.979460308093351,-0.786797133101903,0.307986447299664,0.00451946178960316,"FG3"
"Alophoixus ochraceus",1.77751415760978,0.2210922667679,0.245602036032005,-0.077206998827562,0.0860838882036612,"FG3"
"Alophoixus pallidus",1.12022428916673,0.693148044955121,-0.247404614097573,-0.42212295460317,0.35114069029106,"FG3"
"Alopochen aegyptiaca",-2.90021193190323,-1.0832447948829,-2.37961994782293,1.08779607116604,0.121882519692852,"FG1"
"Amadina fasciata",-0.179767629544975,1.64981006206082,-0.678060514665495,1.09852370105547,0.688693187204304,"FG2"
"Amaurornis phoenicurus",-2.66413450598399,1.63680484344055,-0.708017736525396,-0.0248438461642064,-1.50917191139599,"FG2"
"Amaurospiza moesta",1.36604672355583,0.594158983243845,0.260467830610536,-0.543539024940614,0.491458972760237,"FG3"
"Amazilia franciae",1.11263960157369,0.388865081943427,1.90008246735404,1.86437238574223,0.795942903597138,"FG3"
"Amazilia rutila",0.647335277730683,0.584406679351821,2.11150215066051,1.67137028556063,0.668922312478062,"FG3"
"Amazilia tzacatl",-0.0474926822624164,0.947318806810227,2.72553565284604,1.11223732715032,-0.146820935015304,"FG2"
"Amazona aestiva",-1.54518820736749,-2.20042642590434,-0.831797786957682,-0.353992037500103,0.460372048258301,"FG1"
"Amazona albifrons",-1.33291138452015,-1.96241080738162,-0.608520404293289,0.770474903042705,-0.626998006454753,"FG1"
"Amazona amazonica",-1.68975700754102,-2.09912271854978,-0.466996236607119,-0.387010650097402,-0.21701186075414,"FG1"
"Amazona auropalliata",-0.286555412742711,-2.92014548447926,-0.508184191912461,0.787922060636823,-0.927491984854435,"FG1"
"Amazona autumnalis",-1.35072081918011,-2.29257212290598,-0.648822972155703,0.358961827467999,-0.581159426091185,"FG1"
"Amazona dufresniana",0.0471876148056882,-3.24353518975622,-0.673618339795869,0.582855566274357,-0.807266982567863,"FG1"
"Amazona farinosa",-1.82588448988124,-2.30551869542651,-0.751689360326795,-0.419243115645817,0.252760033889416,"FG1"
"Amazona ochrocephala",-1.46358759751081,-2.34818184907718,-0.765425117318691,-0.277360572727832,0.399349327836016,"FG1"
"Amazona oratrix",-0.277001205215158,-2.9993659302745,-0.550594515843159,1.15267656299417,-0.890184272467528,"FG1"
"Amazona tucumana",-0.306101834774538,-2.71873363038176,-0.75186425593473,1.52733445569799,-0.454743287531704,"FG1"
"Amazona vinacea",0.0528335692394151,-2.84721893047044,-0.53851929403413,0.930271743911221,-0.552843508830454,"FG1"
"Amazonetta brasiliensis",-1.9421779104568,-0.649571298933932,-1.45809631180529,0.841963134714169,-0.64109748997032,"FG1"
"Amblycercus holosericeus",1.07127288391746,-0.195551606162815,-0.651331868228943,-1.21476857209387,0.511059562343874,"FG3"
"Ammodramus savannarum",-0.602398647850677,1.51374217557071,-0.699977713908284,0.296571908923559,0.675941033712063,"FG2"
"Ammomanes deserti",-0.732811580639878,1.24291559565979,-0.442784826863179,0.109608745417851,1.30003368681211,"FG2"
"Anabacerthia striaticollis",1.44285519059238,0.153285381494705,0.070500131377158,0.000362938152123867,0.670371444699397,"FG3"
"Anabacerthia variegaticeps",1.6068962691323,0.0594169517886516,0.169553603981773,0.113879483712714,0.38636372025063,"FG3"
"Anairetes parulus",0.347759822120225,1.66688649597495,0.632423887693471,-0.91490731117106,0.00456137651544531,"FG2"
"Anaplectes rubriceps",0.628591130903553,0.685797599700577,0.229149397369769,-0.303878715164017,0.408293596468819,"FG3"
"Anas acuta",-4.15142090026979,-0.19398528209678,-1.32326835502495,1.2469876561027,0.370582017192223,"FG1"
"Anas capensis",-2.47857254272346,-0.393176098268605,-1.47457255639512,1.77382687414868,-0.399746973041638,"FG1"
"Anas crecca",-4.59252596099127,0.822125341553595,-0.796657929507958,1.08858623283176,-0.80063626422831,"FG2"
"Anas erythrorhyncha",-2.83580020252742,-0.312972717150023,-1.63324992437452,1.50019038385097,-0.402401297147565,"FG1"
"Anas flavirostris",-2.28488901227841,-0.658177858159218,-1.20193281515176,1.56644804185208,0.0704703329539111,"FG1"
"Anas platyrhynchos",-5.05220311500481,0.455769899085271,-0.871363007153398,0.768641167517243,-1.38918173354399,"FG2"
"Anas poecilorhyncha",-2.95830388505596,-0.564629493164684,-1.54617137997838,1.45887154966356,-0.525963221764095,"FG1"
"Anas superciliosa",-2.97659241158805,-0.513421952399147,-1.75930813272168,1.540876201101,-0.459272259925179,"FG1"
"Andigena hypoglauca",0.824428073698917,-2.44505501989242,-1.64735880904928,-0.682367478308022,-0.590552327820531,"FG1"
"Andigena laminirostris",1.51455435177499,-2.88906850835962,-1.40624115783165,0.127687912384465,-1.36479427029405,"FG3"
"Andigena nigrirostris",0.524712438110921,-2.40546470440392,-1.41995880553694,-0.571958526050812,-0.926062527301194,"FG1"
"Andropadus importunus",0.870693394824018,0.536132506310809,0.511695350737467,-1.43802829073063,-0.0326249070466677,"FG3"
"Anhima cornuta",-1.40218429743959,-1.43611966288518,-1.32609952756064,0.306330920447792,0.225810497921453,"FG1"
"Anhinga melanogaster",-2.60314284164499,-1.73389685321499,-0.462735786281526,0.14786757521178,-0.76131177799138,"FG1"
"Anisognathus igniventris",1.61177316480459,0.0589757758710685,0.119996401458529,0.0766975910918759,-0.0267055833434695,"FG3"
"Anisognathus notabilis",2.55338071814877,-0.640075302646486,0.0442323511193615,1.18662279107838,-0.47399471323519,"FG3"
"Anisognathus somptuosus",1.19829253585114,0.00765303570200055,-0.0370089004720831,0.308251565794242,0.408732727068808,"FG3"
"Anorrhinus galeritus",0.400083386979708,-2.57331859787012,-1.73872944247311,-1.53501602741344,-0.347064468586767,"FG1"
"Anser albifrons",-3.81072180423271,-1.85690268778396,-1.41968090566502,0.993883249252211,0.358385473108997,"FG1"
"Anser anser",-3.84348482895253,-1.99549757220322,-1.48983304933341,0.556364788305058,0.638252166631863,"FG1"
"Anthornis melanura",0.864331396835123,-0.30289054252548,-0.287030854330548,0.401474105367799,-0.555174685856789,"FG3"
"Anthoscopus caroli",0.388108542390126,1.86961861454886,-0.678486371956923,0.0634955945623269,0.137339574790208,"FG2"
"Anthracoceros albirostris",-1.23028489581819,-1.76906174077312,-1.31474698101772,-1.1100981396359,0.206731940443262,"FG1"
"Anthracoceros malayanus",0.935655169308153,-2.38070275516105,-2.07447392138552,-1.91107425692631,-0.650181874601072,"FG3"
"Anthracoceros marchei",1.89884009755147,-3.28985972580912,-1.13893996719868,0.553128445609701,-1.78961324292335,"FG3"
"Anthracothorax dominicus",0.984618736836798,-0.0473687960825823,2.44181166078159,1.89539543813228,-0.562194707666197,"FG3"
"Anthracothorax nigricollis",-0.511457136029977,0.518610709093419,2.2770553912132,0.760199037634881,1.00606210567827,"FG2"
"Anthracothorax prevostii",-0.298102579961237,0.458081562610592,2.82192034238077,1.12779422838141,-0.511392735833858,"FG2"
"Anthracothorax veraguensis",1.97484979925592,-0.562719895302309,1.46738985280391,2.70713518812357,-0.0304072441286133,"FG3"
"Anthreptes longuemarei",0.730390104636883,-0.0930289442874024,0.739388912897442,-1.07682518466721,0.842284393154482,"FG3"
"Anthreptes malacensis",0.402468559591811,0.132703760443522,1.30127863523696,-0.970111518519233,-0.838971746418006,"FG3"
"Anthreptes rectirostris",1.64123848989123,-0.283557294618058,0.568850966468081,-0.597731343927268,-0.529089607849907,"FG3"
"Anthreptes reichenowi",1.82412085302894,0.051216468732729,-0.0736403839423877,-0.743542306431344,-0.0843270857048228,"FG3"
"Anthreptes simplex",1.62800357764267,-0.291601771177082,0.517935704897453,-0.546263501397009,0.0277814661931505,"FG3"
"Anthus campestris",-1.68177987739884,1.77849186067842,-0.00179829970184704,0.222972699672774,0.542978888112971,"FG2"
"Anthus cervinus",-1.63502795100936,1.97045317074911,-0.498690434398986,0.725770416973965,0.305920078517911,"FG2"
"Anthus cinnamomeus",-0.923381844281543,1.27218909504796,0.114595005738066,-0.0381402558548287,-0.0249556141881548,"FG2"
"Anthus furcatus",0.213865867710755,0.74212760033965,0.107840669761615,0.590509181894102,0.672766118037252,"FG3"
"Anthus hodgsoni",-1.73474696750625,1.92050143855365,-0.345464557499607,0.168634354251554,0.815815040088643,"FG2"
"Anthus lineiventris",1.02581754629614,0.292241423788601,-0.180639861698631,-0.213171915624042,0.638923455051797,"FG3"
"Anthus nattereri",1.45324308419014,0.567468093909719,-0.783143131954277,1.03677388385725,-0.282699546751918,"FG3"
"Anthus pratensis",-1.54033545553721,1.92845853659572,-0.172575002743262,0.204576086770064,-0.000256147684729011,"FG2"
"Anthus richardi",-2.16388725550611,1.76879681661088,0.693127371611053,-0.264791682965937,-0.0381782343539601,"FG2"
"Anthus roseatus",-0.595194428293436,1.53475933580989,-0.546782355741952,-0.204858249679938,0.938594487845553,"FG2"
"Anthus rufulus",-0.75411717668877,1.47492159031943,-0.278501021200928,-0.0786707075157385,0.925547334364715,"FG2"
"Anthus sokokensis",3.83962303330662,-0.57828363595105,-0.154776093152785,1.71461787032781,-1.62317819763693,"FG3"
"Anthus spragueii",-0.458414069407866,1.236494097687,-0.683826962260674,1.01790393652086,0.528183524248429,"FG2"
"Anthus trivialis",-2.16303632619826,2.09806954988121,0.13128514350858,0.154082678161006,0.170447588401405,"FG2"
"Anumbius annumbi",-0.152253809130712,0.92643926838355,-0.521592195782521,0.175021759699602,0.0622846492844634,"FG2"
"Apalis cinerea",1.24603214170435,0.927337010166864,-0.40539214337274,-0.855890630033782,-0.909254832256059,"FG3"
"Apalis jacksoni",1.63255177437737,0.339401466593851,0.127860333023437,-0.618449114488108,0.399932429036988,"FG3"
"Apalis melanocephala",1.55707738546533,0.60707762196411,-0.24060286303419,-0.629666024247406,-0.116373088682417,"FG3"
"Apalis nigriceps",1.6536930978263,0.605625132418985,-0.386156193805571,-0.831672522380084,0.210226450680274,"FG3"
"Apalis rufogularis",1.30291364740044,0.812440024027876,-0.401712627938596,-1.23444841161505,0.357676651699036,"FG3"
"Apalis sharpii",2.19681754733649,0.503501926334619,-0.893030920378877,-0.536524706565539,-0.291416573567174,"FG3"
"Apalis thoracica",0.54913014878014,1.17780624867743,-0.126507557317728,-0.93432341401639,-0.691359747105654,"FG3"
"Apaloderma narina",-1.48524722575875,-0.670740858247064,0.645270262686632,0.00549530817437297,0.62433454041637,"FG1"
"Apaloderma vittatum",-0.145407981172275,-1.19321035444929,0.372400256292962,0.868601323593735,0.374194992635639,"FG1"
"Aphrastura spinicauda",0.839114447149022,0.980678893857641,-0.281400566676712,0.672398439579191,0.139298807857125,"FG3"
"Aplonis cantoroides",0.80170932052783,-0.325864536869464,0.394682159303283,0.362962793622822,-0.0440197213598277,"FG3"
"Aplonis metallica",1.13203308665639,-0.841797646820701,1.11815033127107,0.381168514699852,0.293100073784689,"FG3"
"Aplonis minor",1.04683449271092,-0.446215350866713,0.36633705536338,1.15093546547331,0.13175112557224,"FG3"
"Aplonis panayensis",0.0075974973633011,0.0402421216917165,0.0563933036505169,0.912900625825045,0.0717706465748952,"FG3"
"Aprosmictus erythropterus",-1.26605111324205,-1.09764750396982,-0.578197570956271,1.28795473528903,0.267562712768168,"FG1"
"Apus affinis",-2.88642916244919,-0.972933718344247,1.57977713627636,0.224506707532918,1.06435955965322,"FG1"
"Apus apus",-4.11047294484884,-0.380446726449576,2.76566345075414,-0.46660674231014,-0.819388871399871,"FG1"
"Apus barbatus",-1.49414740488352,-2.0252807019519,1.7956443776859,0.775855477562088,0.0598307997928373,"FG1"
"Apus caffer",-1.76392252346422,-1.63375811619538,1.56418149164585,0.46866085761176,1.44496314590292,"FG1"
"Apus niansae",-1.35434523864524,-1.86872009186155,1.72912271868728,1.17777676174217,-0.546993895037008,"FG1"
"Apus nipalensis",-1.98521702662969,-1.5416352106138,1.0110468361933,0.859778850763454,1.52963353131682,"FG1"
"Apus pacificus",-2.67910539703193,-1.45503019139306,1.31074051169467,0.284862046413261,1.87433096128137,"FG1"
"Aquila audax",-2.38819370933486,-3.91729657383821,-0.197950953872584,-0.629276438096785,0.519015130621002,"FG1"
"Aquila gurneyi",-0.653005622679916,-4.64207706413366,-0.0868549820784002,-0.33779954101754,-0.1612683691328,"FG1"
"Aquila nipalensis",-2.98949728230413,-3.39961546068884,-0.304555621690982,-0.590283514316322,1.08713217260961,"FG1"
"Aquila rapax",-2.90551907836877,-3.37832046431142,-0.116734941761042,-0.892653679246682,0.85370276818029,"FG1"
"Aquila spilogaster",-2.41760867772429,-3.48229499435228,-0.0755201747092117,-0.900996323749392,0.588238347121778,"FG1"
"Ara ararauna",-1.64616470951031,-2.97401962550707,-0.320375572997965,-0.778210074606039,0.779361149416684,"FG1"
"Ara chloropterus",-2.03080721896074,-2.94247214197649,-0.295826388641256,-0.131500043192807,0.793024066334224,"FG1"
"Ara macao",-1.34380944322401,-3.23163672621477,-0.0656914067693647,-0.720572167543369,0.897090081167005,"FG1"
"Ara severus",-1.35290021699709,-2.67225727895662,0.00729299290105374,-0.303170944650867,1.13206207823215,"FG1"
"Arachnothera affinis",2.04407622951308,-0.60618924506973,0.942214532661912,-0.402027386933344,0.214469788834718,"FG3"
"Arachnothera chrysogenys",1.61479460867266,-0.161778869557124,0.313932030651445,-0.328466644453983,0.337695789125683,"FG3"
"Arachnothera crassirostris",1.4527391216422,0.171896771289554,-0.0257500318967673,0.348503107469974,0.0753997313730984,"FG3"
"Arachnothera flavigaster",1.59022624643854,-0.31368857963593,-0.132778242439328,-0.0772781897647932,0.171832163772451,"FG3"
"Arachnothera longirostra",0.215028830121529,1.08489975318639,0.58094809515598,-1.18087042290232,-0.0253546562989019,"FG2"
"Arachnothera magna",0.298121026180861,0.458983595838796,0.303861836526513,-0.54367588328067,0.426911725309393,"FG3"
"Arachnothera robusta",1.5618572811311,-0.266036750911947,0.416461538385601,0.0239232352478372,0.291088115755855,"FG3"
"Aramides saracura",0.561087012276893,-0.121528128943935,-2.08076845122103,-0.210863708020493,-0.729093729802039,"FG3"
"Aramides ypecaha",0.120844032837942,-0.187156650937467,-2.01042090843992,-0.25893504976215,-0.25801079193326,"FG3"
"Aramus guarauna",-1.60642974124129,-0.393549013373005,-2.25156595440055,-1.16580850155288,-1.16642992590512,"FG1"
"Arborophila ardens",2.00533072905471,-2.13798679390072,-0.331953934335115,1.28189510392687,-1.04447710619981,"FG3"
"Arborophila atrogularis",-0.256794875605323,-0.706910326420103,-1.10548579962125,1.12527416305377,-0.559987947587267,"FG1"
"Arborophila campbelli",2.00822893772173,-2.10720770432102,-0.623098522498025,1.33756552344023,-1.23061383888292,"FG3"
"Archilochus alexandri",-0.780434305972944,0.447321444876043,2.18789551052343,1.02987134747459,1.14663672866586,"FG2"
"Ardea alba",-3.0643700064255,-1.21088910077671,-1.03426761531931,-0.363513310889953,1.01347799752951,"FG1"
"Ardea cinerea",-5.24760615453867,-0.535894811165906,0.65948709603821,-1.23742212927793,-2.43715632711072,"FG1"
"Ardea cocoi",-2.22973217928984,-2.30075538806081,-0.800914839452562,-0.436391347987429,0.472610232262702,"FG1"
"Ardea melanocephala",-2.75446913771826,-1.94355223581274,-0.106404355355383,-0.534099450231503,-0.13342512496129,"FG1"
"Ardea purpurea",-3.3266981480327,-1.43728667564489,-1.17388077421089,-0.229559120828723,0.747081367693786,"FG1"
"Ardea sumatrana",-0.86792124201847,-3.14820613017213,-0.341137438846784,-0.459828053619159,0.0579660029808583,"FG1"
"Ardeola bacchus",-2.43165628333969,-0.204367015876015,-0.349437480000475,-0.26987285388012,-0.659912165453956,"FG1"
"Ardeola grayii",-1.72032238832942,-0.467726274787247,-1.00792699586481,0.430215324384524,0.0954449102195238,"FG1"
"Ardeola speciosa",0.137053914723999,-1.57621789494373,-0.50687589101381,0.42075180561021,-0.41781502506551,"FG1"
"Ardeotis australis",-1.8016425233144,-4.15860986929926,0.290762539481936,-0.623186930843206,0.672642897443937,"FG1"
"Ardeotis kori",-2.10061716136083,-3.85122077595524,0.0970433353332165,-0.579923646310726,0.369201628231903,"FG1"
"Argusianus argus",0.919851378314809,-1.81178037458246,-1.54074542500407,-1.94474759654599,-0.48346114085074,"FG3"
"Arremon aurantiirostris",1.72834874688359,0.169038101916126,-0.350718341113605,-0.859797381430187,0.350202804648358,"FG3"
"Arremon flavirostris",1.81362855104088,0.636001287103024,-0.669449205799723,-1.74004595557889,-0.300286581896844,"FG3"
"Arremon taciturnus",0.843622035447983,0.756058020298836,-0.254807105695489,-1.49594465882328,1.00010648838805,"FG3"
"Arses insularis",2.28238210015106,-0.225884053239827,0.0533414654445189,-0.111283831244265,-0.0474627653403572,"FG3"
"Artamella viridis",1.22165617907236,0.361196851106514,-0.273535477316074,0.310060722332877,-0.447965832337243,"FG3"
"Artamus cinereus",-1.30478866103848,0.465907302247063,0.709560870812786,0.371378057487934,-0.228833529589141,"FG2"
"Artamus fuscus",-1.22920992991484,0.0318600923357717,1.34512837591853,0.446644569737365,0.391009125186863,"FG2"
"Artamus minor",-1.08147404666791,0.488682878521682,1.38274483458851,0.513702056517438,-0.188744106833559,"FG2"
"Artamus monachus",0.946389151214624,-0.93227972292141,0.51533451731603,1.57122688112207,-0.208538625296457,"FG3"
"Artamus personatus",-1.67661639400532,0.455361086762996,1.72462531844862,0.0244390018870818,-0.723808648153166,"FG2"
"Artamus superciliosus",-1.88555568107924,0.460020777585654,2.23106519103083,-0.267402029380398,-1.21958029290769,"FG2"
