"term","Estimate","Std. Error","t value","model","metric","component"
"UI2Secondary vegetation:pair_clim_mean",0.202648137342144,0.209028300457068,0.969477036836771,"Sorensen | Turnover","Sorensen","Turnover"
"UI2Agriculture_Low:pair_clim_mean",0.0437576221668477,0.131983926654065,0.331537508211421,"Sorensen | Turnover","Sorensen","Turnover"
"UI2Agriculture_High:pair_clim_mean",-0.0889172341706329,0.135604090127957,-0.655712037053825,"Sorensen | Turnover","Sorensen","Turnover"
"UI2Urban:pair_clim_mean",-0.407339297343223,0.526803057273704,-0.773228802906485,"Sorensen | Turnover","Sorensen","Turnover"
"UI2Secondary vegetation",0.00600780532618029,0.170743412916015,0.0351861616420622,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Agriculture_Low",-0.131745696732957,0.160986972996272,-0.818362469216737,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Agriculture_High",-0.12519702593427,0.17893058599482,-0.699696059442258,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Urban",0.671639101073261,0.468930808521064,1.43227761722781,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"pair_clim_mean",-0.534036757458222,0.215416719671938,-2.47908685208611,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Secondary vegetation:pair_clim_mean",0.0612565180739733,0.241531083830149,0.253617534863755,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Agriculture_Low:pair_clim_mean",0.115009622436131,0.153989773879558,0.746865324486318,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Agriculture_High:pair_clim_mean",0.0512079629894783,0.156942142691887,0.326285611443519,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Urban:pair_clim_mean",0.111989357062579,0.600789677768151,0.186403597143353,"Bray-Curtis | Gradient/Nestedness","Bray-Curtis","Gradient/Nestedness"
"UI2Secondary vegetation",0.0945635590347689,0.191782177708295,0.49307792916296,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Agriculture_Low",0.0141295413192107,0.181109878797401,0.0780164031527886,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Agriculture_High",0.0433667057835133,0.201195809606482,0.215544776346655,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Urban",0.981452292485553,0.528190609983604,1.85814036435827,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"pair_clim_mean",-0.647155273348495,0.234839913917831,-2.75572947780474,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Secondary vegetation:pair_clim_mean",0.0706110916960468,0.270514919790289,0.261024758822125,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Agriculture_Low:pair_clim_mean",0.137106101184523,0.173359816835704,0.790875900119694,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Agriculture_High:pair_clim_mean",0.170287143334698,0.176454746875894,0.965047108959135,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Urban:pair_clim_mean",0.727143066826043,0.677585568070242,1.07313836228381,"Jaccard | Gradient/Nestedness","Jaccard","Gradient/Nestedness"
"UI2Secondary vegetation",0.0876734576450948,0.191644385863782,0.457479916512722,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Agriculture_Low",-0.0173768799942609,0.180996450947103,-0.0960067443495861,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Agriculture_High",0.0395098657832739,0.201061922057925,0.196505958855259,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Urban",0.809883015532956,0.527802564891163,1.534443122117,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"pair_clim_mean",-0.66096256729081,0.234388828673526,-2.81994057068073,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Secondary vegetation:pair_clim_mean",0.0972729356648268,0.270276359875157,0.35990175281981,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Agriculture_Low:pair_clim_mean",0.159530351489636,0.173251852168336,0.92080026558465,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Agriculture_High:pair_clim_mean",0.172800789764172,0.176327762316178,0.979997633352359,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
"UI2Urban:pair_clim_mean",0.717259776910498,0.677126833382288,1.05926946260237,"Sorensen | Gradient/Nestedness","Sorensen","Gradient/Nestedness"
